id,label,gene_type,accession,title,file
Cth1,Gene,PathwayGene,NA,,
10.1016/j.ygeno.2021.05.023,Paper,,,Integrative transcriptome analysis identifies new oxidosqualene cyclase genes involved in ginsenoside biosynthesis in Jilin ginseng,10.1016@j.ygeno.2021.05.023_nutri_plant_verified.json
PgOSC08-02,Gene,PathwayGene,MW267818,,
PgOSC15-02,Gene,PathwayGene,MW267820,,
PgOSC17P2-06,Gene,PathwayGene,MW267822,,
PgOSC17P4-14,Gene,PathwayGene,MW267823,,
H-lignin (p-hydroxyphenyl lignin),Metabolite,,,,
Lignin/phenylpropanoid polymer,MetaboliteClass,,,,
CADA,Gene,PathwayGene,NA,,
CADG,Gene,PathwayGene,NA,,
10.1104/pp.19.01293,Paper,,,Glyceollin Transcription Factor GmMYB29A2 Regulates Soybean Resistance to Phytophthora sojae,PMC7271783_nutri_plant_verified.json
polysaccharide; resistant starch,MetaboliteClass,,,,
10.1111/nph.15062,Paper,,,Chemical priming of immunity without costs to plant growth,10.1111@nph.15062_nutri_plant_verified.json
10.1105/tpc.112.101055,Paper,,,Tomato GDSL1 Is Required for Cutin Deposition in the Fruit Cuticle,PMC3426136_nutri_plant_verified.json
10.1104/pp.16.00040,Paper,,,Distinct Mechanisms of the ORANGE Protein in Controlling Carotenoid Flux,PMC5210724_nutri_plant_verified.json
EfDAcT,Gene,PathwayGene,NA,,
Camelina sativa; Thlaspi arvense,Species,,,,
Euonymus fortunei,Species,,,,
acetyl-TAG,Metabolite,,,,
10.1016/0092-8674(87)90132-0,Paper,,,Rhizobium meliloti Mutants That Fail to Succinylate Are Defective in Nodule Invasion,10.1016@0092-8674(87)90127-9_nutri_plant_verified.json
10.1111/nph.15973,Paper,,,Advances and future directions in betalain metabolic engineering,10.1111@nph.15973_nutri_plant_verified.json
DOD,Gene,PathwayGene,NA,,
Nitrogenous pigments,MetaboliteClass,,,,
Saccharomyces cerevisiae; Nicotiana benthamiana; NA,Species,,,,
Saccharomyces cerevisiae; Arabidopsis thaliana; Nicotiana benthamiana; NA,Species,,,,
Betacyanins / betalains,Metabolite,,,,
Betaxanthins / betalains,Metabolite,,,,
Betanin / betacyanins,Metabolite,,,,
BvADHα,Gene,PathwayGene,NA,,
Betalains (proposed application),Metabolite,,,,
Beta vulgaris; NA,Species,,,,
10.1093/jexbot/51.352.1809,Paper,,,"Isolation and characterization of IDI2, a new Fe-deficiency-induced cDNA from barley roots, which encodes a protein related to the α subunit of eukaryotic initiation factor 2B (eIF2B α)",10.1093@jexbot@51.353.2001_nutri_plant_verified.json
10.1016/j.plaphy.2016.02.007,Paper,,,Promoter Regulatory Domain Identification of Cassava Starch Synthase IIb Gene in Transgenic Tobacco,10.1016@j.plaphy.2016.02.007_nutri_plant_verified.json
MeSSIIb,Gene,PathwayGene,cassava4.1_028098m,,
10.1016/j.jhazmat.2023.131933,Paper,,,Interactive effect of silicon and zinc on cadmium toxicity alleviation in wheat plants,10.1016@j.jhazmat.2023.131933_nutri_plant_verified.json
endo-β-mannosidase,Gene,PathwayGene,NA,,
β-mannosides,Metabolite,,,,
oligosaccharide / glycoconjugate,MetaboliteClass,,,,
10.1016/j.jbiotec.2013.11.009,Paper,,,Engineering Escherichia coli for selective geraniol production with minimized endogenous dehydrogenation,10.1016@j.jbiotec.2013.11.009_nutri_plant_verified.json
ispA(S80F) / GPPS,Gene,PathwayGene,NA,,
tObGES,Gene,PathwayGene,NA,,
mvaK1,Gene,PathwayGene,NA,,
Streptococcus pneumoniae,Species,,,,
mvaK2,Gene,PathwayGene,NA,,
mvaD,Gene,PathwayGene,NA,,
10.1016/j.foodchem.2020.127846,Paper,,,Methyl jasmonate pretreatment improves aroma quality of cold-stored ‘Nanguo’ pears by promoting ester biosynthesis,10.1016@j.foodchem.2020.127846_nutri_plant_verified.json
PuLOX3,Gene,PathwayGene,NA,,
PuADH5,Gene,PathwayGene,NA,,
PuMYB108-like,Gene,RegulationGene,NA,,
Ester biosynthesis via LOX pathway gene expression,Process,,,,
PuWRKY61,Gene,RegulationGene,NA,,
LOX pathway-related ester biosynthesis gene regulation,Process,,,,
PuWRKY72,Gene,RegulationGene,NA,,
LOX pathway gene expression controlling ester biosynthesis,Process,,,,
PuWRKY31,Gene,RegulationGene,NA,,
Putative regulation of ester biosynthesis capacity,Process,,,,
PuMYB21-like,Gene,RegulationGene,NA,,
10.1111/j.1365-3040.2008.01780.x,Paper,,,"Peroxisome proliferation, wound-activated responses and expression of peroxisome-associated genes are cross-regulated but uncoupled in Arabidopsis thaliana",10.1111@j.1365-3040.2008.01780.x_nutri_plant_verified.json
MED25/PFT1,Gene,RegulationGene,At1g25540; SALK_129555 (pft1-2),,
Anthocyanin; flavonoid; glucosinolate; starch-related carbohydrate response,MetaboliteClass,,,,
"Transcriptional control of secondary metabolism, nutrient acquisition, and cell wall remodeling in response to glucose and cell wall status",Process,,,,
Transcriptional regulation of glucose-responsive carbon metabolism/secondary metabolism and cell wall remodeling,Process,,,,
10.1016/j.plaphy.2021.10.004,Paper,,,Expression of the pyrroline-5-carboxylate reductase (P5CR) gene from the wild grapevine Vitis yeshanensis promotes drought resistance in transgenic Arabidopsis,10.1016@j.plaphy.2021.10.004_nutri_plant_verified.json
VvP5CR,Gene,PathwayGene,MZ226960; Ensembl Plants VIT_08s0007g05600,,
Vitis yeshanensis,Species,,,,
fumonisin B1; fumonisin B2; fumonisin B3,Metabolite,,,,
FUG1,Gene,RegulationGene,FVEG_04008,,
secondary metabolism; fumonisin biosynthesis; broader transcriptional regulation linked to stress tolerance and development,Process,,,,
fumonisin biosynthetic gene cluster expression,Process,,,,
10.1016/j.jep.2023.117330,Paper,,,"Study on the action mechanism of the Polygonum perfoliatum L. on non-alcoholic fatty liver disease, based on network pharmacology and experimental validation",10.1016@j.jep.2023.117330_nutri_plant_verified.json
Fatty acids / hepatic triglyceride,Metabolite,,,,
Monounsaturated fatty acids / hepatic triglyceride,Metabolite,,,,
Fatty acid β-oxidation flux,Metabolite,,,,
CPT2,Gene,PathwayGene,NA,,
Hepatic glucose/glycogen and lipid homeostasis,Metabolite,,,,
Carbohydrate; fatty acid,MetaboliteClass,,,,
Insulin signaling; glucose metabolism; lipid metabolism,Process,,,,
PIK3R1,Gene,RegulationGene,NA,,
Hepatic glucose/lipid homeostasis,Metabolite,,,,
Insulin signaling and glucolipid metabolism,Process,,,,
De novo fatty acid synthesis,Process,,,,
NFKB1/p65,Gene,RegulationGene,NA,,
"Inflammatory cytokines (IL-1β, IL-6, TNF-α)",Metabolite,,,,
Signaling molecules,MetaboliteClass,,,,
Cytokine-mediated inflammatory signaling linked to NAFLD progression,Process,,,,
Solanum lycopersicum / Orobanche aegyptiaca,Species,,,,
Orobanche aegyptiaca,Species,,,,
VaP5CS,Gene,PathwayGene,M92276,,
MtOAT,Gene,PathwayGene,AJ278819,,
MtProDH,Gene,PathwayGene,TC94264,,
Salicylic acid; glutathione; reactive oxygen species-related defense output,Metabolite,,,,
phenolic phytohormone; antioxidant thiol; ROS-related defense metabolites,MetaboliteClass,,,,
"Stomatal closure signaling, ROS production, SA-related gene induction, NPR1 nuclear translocation, and defense against bacterial invasion",Process,,,,
"SA signaling gene activation, PMTR1 expression, PRX33/34 expression, and melatonin-SA crosstalk in stomatal immunity",Process,,,,
Salicylic acid-related defense output,Metabolite,,,,
phenolic phytohormone-associated defense metabolism,MetaboliteClass,,,,
Transcriptional control of PMTR1 and downstream stomatal immune signaling,Process,,,,
10.1074/jbc.M109.069369,Paper,,,"Cloning of Glucuronokinase from Arabidopsis thaliana, the Last Missing Enzyme of the myo-Inositol Oxygenase Pathway to Nucleotide Sugars",PMC2823444_nutri_plant_verified.json
AtGlcAK1,Gene,PathwayGene,At3g01640,,
AtGlcAK2,Gene,PathwayGene,At5g14470,,
LlGlcAK1,Gene,PathwayGene,NA,,
10.1093/jxb/ern106,Paper,,,Concerted modulation of alanine and glutamate metabolism in young Medicago truncatula seedlings under hypoxic stress,PMC2423662_nutri_plant_verified.json
mAlaAT,Gene,PathwayGene,NA,,
Glutamate; indirectly alanine,Metabolite,,,,
Glutamine; indirectly asparagine,Metabolite,,,,
10.1186/s12864-023-09281-w,Paper,,,Evolution and expression analysis of the cafeoyl-CoA 3-O-methyltransferase (CCoAOMT) gene family in jute (Corchorus L.),PMC10111781_nutri_plant_verified.json
Corchorus capsularis; Corchorus olitorius,Species,,,,
isoflavonoid phytoalexins; flavonoids; fatty acids,Metabolite,,,,
10.1093/jxb/ers010,Paper,,,"Over-expression of a putative poplar glycosyltransferase gene, PtGT1, in tobacco increases lignin content and causes early flowering",PMC3346238_nutri_plant_verified.json
10.1002/advs.202500607,Paper,,,Auxin-Producing Pseudomonas Recruited by Root Flavonoids Increases Rice Rhizosheath Formation through the Bacterial Histidine Kinase Under Soil Drying,MinerU_markdown_PMC12442626_2038799991425761282_nutri_plant_verified.json
Pseudomonas nitroreducens,Species,,,,
12COOH-JA-Ile,Metabolite,,,,
oxidized jasmonate conjugate,MetaboliteClass,,,,
10.1016/j.plaphy.2013.06.027,Paper,,,"Expression of Pisum sativum PsAO3 gene, which encodes an aldehyde oxidase utilizing abscisic aldehyde, is induced under progressively but not rapidly imposed drought stress",10.1016@j.plaphy.2013.06.027_nutri_plant_verified.json
PsNCED3,Gene,PathwayGene,AB080193,,
10.1104/pp.109.147462,Paper,,,An ABC Transporter Mutation Alters Root Exudation of Phytochemicals That Provoke an Overhaul of Natural Soil Microbiota,PMC2785968_nutri_plant_verified.json
10.1016/j.jplph.2017.11.008,Paper,,,Effect of short-term aluminum stress and mycorrhizal inoculation on nitric oxide metabolism in Medicago truncatula roots,10.1016@j.jplph.2017.11.008_nutri_plant_verified.json
MtNIR1,Gene,PathwayGene,NA,,
10.1105/tpc.105.035303,Paper,,,Mutation of the TGD1 Chloroplast Envelope Protein Affects Phosphatidate Metabolism in Arabidopsis,PMC1276032_nutri_plant_verified.json
10.1105/tpc.110.073742,Paper,,,12-Oxo-Phytodienoic Acid Accumulation during Seed Development Represses Seed Germination in Arabidopsis,PMC3077774_nutri_plant_verified.json
Seed germination repression downstream of oxylipin/ABA signaling,Process,,,,
10.1007/s11130-015-0502-9,Paper,,,"Jatropha curcas Protein Concentrate Stimulates Insulin Signaling, Lipogenesis, Protein Synthesis and the PKCα Pathway in Rat Liver",10.1007@s11130-015-0502-9_nutri_plant_verified.json
cholesterol synthesis and lipogenesis,Process,,,,
PKCα,Gene,RegulationGene,NA,,
Triglycerides; cholesterol,Metabolite,,,,
"insulin signaling, lipogenesis, inflammatory transcriptional activation",Process,,,,
PKC-responsive inflammatory/apoptotic transcription linked to toxic dietary response,Process,,,,
inflammatory transcription linked to toxic dietary response,Process,,,,
10.1186/s12870-025-08001-8,Paper,,,A multi-layered regulatory model uncovers the central role of OsPRR37 in coordinating multiple agronomic traits,PMC12831307_nutri_plant_verified.json
OsHAK12,Gene,PathwayGene,NA,,
LOC_Os03g09120,Gene,PathwayGene,LOC_Os03g09120,,
OsPRR37,Gene,RegulationGene,NA,,
Energy metabolism; carbohydrate metabolism; photosynthesis/chlorophyll-related processes; stress-response metabolic regulation; developmental timing,Process,,,,
10.1093/jxb/erz209,Paper,,,The cold-induced transcription factor bHLH112 promotes artemisinin biosynthesis indirectly via ERF1 in Artemisia annua,PMC6760284_nutri_plant_verified.json
Fusarium culmorum,Species,,,,
"trichothecenes (DON, NIV, 3-AcDON)",Metabolite,,,,
nivalenol (NIV) or deoxynivalenol-related chemotype discrimination,Metabolite,,,,
3-AcDON; DON/NIV chemotype discrimination,Metabolite,,,,
Tri3,Gene,PathwayGene,NA,,
3-AcDON,Metabolite,,,,
10.1186/s12870-021-02839-4,Paper,,,Heterologous expression of Arabidopsis thaliana rty gene in strawberry (Fragaria × ananassa Duch.) improves drought tolerance,PMC7818561_nutri_plant_verified.json
rty,Gene,PathwayGene,AY050987; AT2G20610,,
IAA; ABA,Metabolite,,,,
10.1104/pp.109.135848,Paper,,,Temporal Global Expression Data Reveal Known and Novel Salicylate-Impacted Processes and Regulators Mediating Powdery Mildew Growth and Reproduction on Arabidopsis,PMC2649394_nutri_plant_verified.json
At1g66960,Gene,PathwayGene,At1g66960,,
PUX2,Gene,RegulationGene,At2g01650,,
SA-impacted defense-associated processes affecting powdery mildew growth and reproduction,Process,,,,
10.1021/acssynbio.7b00368,Paper,,,Co-Compartmentation of Terpene Biosynthesis and Storage via Synthetic Droplet,10.1021@acssynbio.7b00368_nutri_plant_verified.json
ELS1,Gene,PathwayGene,LOC_Os03g15780,,
ZmCRY1c,Gene,RegulationGene,NA,,
VLCFA elongation efficiency during cuticular wax biosynthesis,Process,,,,
VLCFA elongation and cuticular wax biosynthesis,Process,,,,
Potassium (K),Metabolite,,,,
lignification and apoplastic barrier formation in the root endodermis affecting mineral nutrient retention and transport,Process,,,,
10.1016/j.phytochem.2011.02.004,Paper,,,ABA 9′-hydroxylation is catalyzed by CYP707A in Arabidopsis,10.1016@j.phytochem.2011.02.004_nutri_plant_verified.json
neoPA; PA,Metabolite,,,,
Abscisic acid catabolite / plant hormone catabolite,MetaboliteClass,,,,
Chirita pumila,Species,,,,
yellow flavonoid pigments in nectar guides,Metabolite,,,,
CpCYC1,Gene,RegulationGene,OQ515463,,
flavonoid pigment patterning via repression of a flavonoid biosynthesis gene,Process,,,,
CpCYC2,Gene,RegulationGene,OQ515464,,
PhCYC1C,Gene,RegulationGene,NA,,
Primulina heterotricha,Species,,,,
yellow nectar guide pigments,Metabolite,,,,
pigment patterning associated with nectar guide formation,Process,,,,
PhCYC1D,Gene,RegulationGene,NA,,
10.1111/mpp.13189,Paper,,,"A CysB regulator positively regulates cysteine synthesis, expression of type III secretion system genes, and pathogenicity in Ralstonia solanacearum",MinerU_markdown_PMC8995062_2038794153889931280_nutri_plant_verified.json
cysteine biosynthesis and broader virulence-associated regulation,Process,,,,
Citrus spp.; Solanum habrochaites; Crocus sativus; Carica papaya; Daucus carota,Species,,,,
xanthophylls; β-carotene balance,Metabolite,,,,
chlorophyll degradation products; indirect effect on carotenoid-based color,Metabolite,,,,
chromoplast biogenesis; carotenoid sequestration sink formation,Process,,,,
chromoplast development; carotenoid accumulation during ripening,Process,,,,
chromoplast development and carotenoid accumulation,Process,,,,
carotenoids (indirect through plastid differentiation),Metabolite,,,,
chloroplast/chromoplast formation and stability in fruit,Process,,,,
carotenoids (indirect),Metabolite,,,,
fruit ripening-associated chromoplast biogenesis,Process,,,,
10.1104/pp.20.01185,Paper,,,Molecular Basis for Chemical Evolution of Flavones to Flavonols and Anthocyanins in Land Plants,PMC7723094_nutri_plant_verified.json
CjFNS I1,Gene,PathwayGene,NA,,
Conocephalum japonicum; Arabidopsis thaliana,Species,,,,
Conocephalum japonicum,Species,,,,
Apigenin; kaempferol,Metabolite,,,,
Flavone; flavonol,MetaboliteClass,,,,
CjFNS I/F2H,Gene,PathwayGene,NA,,
Apigenin; kaempferol; 2-hydroxynaringenin,Metabolite,,,,
Flavone; flavonol; flavanone derivative,MetaboliteClass,,,,
PaFNS I/F2H,Gene,PathwayGene,KJ439220,,
Apigenin; 2-hydroxynaringenin,Metabolite,,,,
Flavone; flavanone derivative,MetaboliteClass,,,,
PaFNS I1,Gene,PathwayGene,NA,,
MpaFNS I1,Gene,PathwayGene,NA,,
MeFNS I1,Gene,PathwayGene,NA,,
CcFNS I/F2H,Gene,PathwayGene,NA,,
Conocephalum conicum,Species,,,,
PpFNS I/F3H,Gene,PathwayGene,XP_001780809,,
Apigenin; dihydrokaempferol-derived flavonols and anthocyanins,Metabolite,,,,
Flavone; flavonol/anthocyanin precursor,MetaboliteClass,,,,
SmFNS I/F3H,Gene,PathwayGene,XP_002985262,,
Apigenin; kaempferol via dihydrokaempferol; anthocyanin precursors,Metabolite,,,,
GbF3H,Gene,PathwayGene,AAU93347,,
Dihydrokaempferol-derived flavonols and anthocyanins,Metabolite,,,,
Flavonol and anthocyanin precursor,MetaboliteClass,,,,
PrF3H,Gene,PathwayGene,AGY80772,,
MtF3H,Gene,PathwayGene,XM_003629275,,
AtrF3H,Gene,PathwayGene,XM_006851991,,
HaF3H,Gene,PathwayGene,XP_022015871,,
Nymphaea thermarum,Species,,,,
Aethusa cynapium,Species,,,,
PcFNS I,Gene,PathwayGene,AY817680,,
10.1073/pnas.1632460100,Paper,,,S-adenosyl-L-methionine is an effector in the posttranscriptional autoregulation of the cystathionine γ-synthase gene in Arabidopsis,PMC193543_nutri_plant_verified.json
Arabidopsis thaliana; Triticum aestivum (extract source inferred),Species,,,,
Methionine; S-adenosyl-L-methionine (AdoMet),Metabolite,,,,
Feedback homeostasis of methionine/AdoMet biosynthesis via control of CGS1 mRNA stability,Process,,,,
"MTO3 (AdoMet synthetase gene, mutant mto3-1)",Gene,RegulationGene,NA,,
S-adenosyl-L-methionine (AdoMet); methionine,Metabolite,,,,
Activated methyl donor; amino acid,MetaboliteClass,,,,
AdoMet supply affecting feedback regulation of CGS1,Process,,,,
10.1007/s11427-016-5004-y,Paper,,,Antisense expression of Gossypium barbadense UGD6 in Arabidopsis thaliana significantly alters cell wall composition,10.1007@s11427-016-5004-y_nutri_plant_verified.json
GbUGD6,Gene,PathwayGene,NA,,
shikonin,Metabolite,,,,
naphthoquinone secondary metabolite,MetaboliteClass,,,,
PGT,Gene,PathwayGene,NA,,
CYP98A6,Gene,PathwayGene,NA,,
rosmarinic acid; lithospermic acid B,Metabolite,,,,
10.1016/j.plaphy.2019.07.021,Paper,,,"The barley miR393 has multiple roles in regulation of seedling growth, stomatal density, and drought stress tolerance",10.1016@j.plaphy.2019.07.021_nutri_plant_verified.json
HvARF5,Gene,RegulationGene,HORVU2Hr1G109650,,
auxin-responsive regulation of stomatal development linked indirectly to ABA-related drought response,Process,,,,
10.1111/tpj.16954,Paper,,,The OsMYC2-JA feedback loop regulates diurnal flower-opening time via cell wall loosening in rice,10.1111@tpj.17022_nutri_plant_verified.json
OsJMT1,Gene,PathwayGene,Os05g0102000,,
Methyl jasmonate (MeJA) / jasmonate-related pool,Metabolite,,,,
OsGH9B13,Gene,PathwayGene,Os08g0387400,,
Cell wall cellulose/hemicellulose status affecting lodicule wall loosening,Metabolite,,,,
OsGns11,Gene,PathwayGene,Os07g0539100,,
Cell wall polysaccharide status affecting lodicule wall loosening,Metabolite,,,,
Jasmonate (JA); lodicule cell wall polysaccharide state,Metabolite,,,,
JA biosynthesis/amplification and cell wall remodeling/loosening in lodicules,Process,,,,
10.1016/j.plaphy.2018.04.033,Paper,,,Production of high oleic/low linoleic rice by genome editing,10.1016@j.plaphy.2018.04.033_nutri_plant_verified.json
10.1111/j.1742-4658.2006.05180.x,Paper,,,Isoprenoid biosynthesis in plants – 2C-methyl-D-erythritol-4-phosphate synthase (IspC protein) of Arabidopsis thaliana,10.1111@j.1742-4658.2006.05446.x_nutri_plant_verified.json
10.1021/jacs.5c02863,Paper,,,Enzymatic Basis of Stereochemical Control in Reserpine Biosynthesis,10.1021@jacs.5c02863_nutri_plant_verified.json
RvYOS,Gene,PathwayGene,NA,,
Rauvolfia verticillata,Species,,,,
Reserpine; rauvomitorine G,Metabolite,,,,
RvYOO,Gene,PathwayGene,NA,,
RvDYR1,Gene,PathwayGene,NA,,
RvDYR2,Gene,PathwayGene,NA,,
RvCYP71D820,Gene,PathwayGene,NA,,
Rauvomitorine G; reserpine,Metabolite,,,,
RvCYP72A270,Gene,PathwayGene,NA,,
Rv11OMT,Gene,PathwayGene,NA,,
ALG10,Gene,PathwayGene,At5g02410,,
Glc3Man9GlcNAc2-PP-Dol / protein N-glycans,Metabolite,,,,
Glycan / dolichol-linked oligosaccharide precursor,MetaboliteClass,,,,
10.1016/j.plaphy.2024.109391,Paper,,,NtWRKY33 involved in senescence-induced nornicotine synthesis by activating NtE4 in tobacco,10.1016@j.plaphy.2024.109391_nutri_plant_verified.json
NtE4,Gene,PathwayGene,NA,,
NtWRKY33,Gene,RegulationGene,Nitab4.5_0000047g0140,,
biosynthesis; transcriptional activation of terminal nicotine-to-nornicotine conversion,Process,,,,
Zeatin glycoside,Metabolite,,,,
Cytokinin conjugate,MetaboliteClass,,,,
Anthocyanin; phenylpropanoids,Metabolite,,,,
Anthocyanin and broader phenylpropanoid/flavonoid biosynthesis,Process,,,,
Anthocyanin / phenylpropanoid-related output,Metabolite,,,,
Trichome development and flavonoid regulatory module,Process,,,,
Phenylpropanoids / flavonoids,Metabolite,,,,
Flavonoid / proanthocyanidin regulatory program,Process,,,,
Flavonoid biosynthesis and trichome development regulatory complex,Process,,,,
Trichome development regulatory program,Process,,,,
Trichome development and flavonoid regulatory network,Process,,,,
10.1016/j.plaphy.2021.01.044,Paper,,,Functional characterization of two chalcone isomerase (CHI) revealing their responsibility for anthocyanins accumulation in mulberry,10.1016@j.plaphy.2021.01.044_nutri_plant_verified.json
MmCHI1,Gene,PathwayGene,MW234306,,
Morus multicaulis,Species,,,,
MmCHI2,Gene,PathwayGene,MW234307,,
LSZCHI2,Gene,PathwayGene,MW234309,,
PPOX I,Gene,PathwayGene,Y13465,,
Chlorophyll; haem; protoporphyrin IX accumulation as phototoxic intermediate,Metabolite,,,,
PPOX II,Gene,PathwayGene,NA,,
Chlorophyll; haem; protoporphyrin IX,Metabolite,,,,
carotenoid; xanthophyll; ketocarotenoid,MetaboliteClass,,,,
Lupinus luteus,Species,,,,
10.1105/tpc.18.00712,Paper,,,Arabidopsis DGD1 SUPPRESSOR1 Is a Subunit of the Mitochondrial Contact Site and Cristae Organizing System and Affects Mitochondrial Biogenesis,PMC6713299_nutri_plant_verified.json
10.1111/nph.14992,Paper,,,Medicago truncatula copper transporter 1 (MtCOPT1) delivers copper for symbiotic nitrogen fixation,10.1111@nph.14992_nutri_plant_verified.json
10.1021/jf203593x,Paper,,,Effects of Auxins on Sorgoleone Accumulation and Genes for Sorgoleone Biosynthesis in Sorghum Roots,10.1021@jf2024402_nutri_plant_verified.json
benzoquinone lipid allelochemical,MetaboliteClass,,,,
DES3,Gene,PathwayGene,EF206348,,
Various rhizobium-legume associations,Species,,,,
FixLJ,Gene,RegulationGene,NA,,
Microaerobic regulation of nitrogen fixation and respiration genes,Process,,,,
FixK,Gene,RegulationGene,NA,,
KNS2,Gene,PathwayGene,At5g11110; SALK_088752 (kns2-2 allele),,
Exine (sporopollenin-based pollen wall architecture),Metabolite,,,,
Biopolymer/pollen wall structure,MetaboliteClass,,,,
OvFAD2-2,Gene,PathwayGene,KU187970,,
Orychophragmus violaceus; Arabidopsis thaliana,Species,,,,
nebraskanic acid; wuhanic acid,Metabolite,,,,
hydroxylated very-long-chain fatty acid,MetaboliteClass,,,,
OvFAE1-1,Gene,PathwayGene,KU187971,,
OvFAE1-2,Gene,PathwayGene,AAX58618,,
10.1186/s12870-019-2042-1,Paper,,,Elucidating the role of shikimate dehydrogenase in controlling the production of anthocyanins and hydrolysable tannins in the outer peels of pomegranate,PMC6836501_nutri_plant_verified.json
PgSDH1,Gene,PathwayGene,NA,,
anthocyanins; hydrolysable tannins,Metabolite,,,,
flavonoid; hydrolysable tannin,MetaboliteClass,,,,
PgSDH3-1; PgSDH3-2,Gene,PathwayGene,NA,,
hydrolysable tannins; gallic acid,Metabolite,,,,
hydrolysable tannin,MetaboliteClass,,,,
PgSDH3a-1; PgSDH3a-2,Gene,PathwayGene,NA,,
PgSDH4,Gene,PathwayGene,NA,,
10.1128/AEM.02530-09,Paper,,,Requirement of the galU Gene for Polysaccharide Production by and Pathogenicity and Growth In Planta of Xanthomonas citri subsp. citri,PMC2849260_nutri_plant_verified.json
extracellular polysaccharides (xanthan gum); capsular polysaccharide,Metabolite,,,,
10.1186/1471-2164-14-460,Paper,,,Transcriptional profiling of sweetpotato (Ipomoea batatas) roots indicates down-regulation of lignin biosynthesis and up-regulation of starch biosynthesis at an early stage of storage root formation,PMC3716973_nutri_plant_verified.json
IbAGPb1A,Gene,PathwayGene,BAF47746.1,,
IbAGPa1,Gene,PathwayGene,BAF47744.2,,
Phosphoglucomutase,Gene,PathwayGene,P93262.1,,
Granule-bound starch synthase 1 (GBSS1),Gene,PathwayGene,NA,,
Starch phosphorylase L,Gene,PathwayGene,P27598.1,,
Phenylpropanoid / lignin,MetaboliteClass,,,,
Peroxidase 10-like,Gene,PathwayGene,XP_002263033,,
Ferredoxin-NADP reductase / ferredoxin-related redox component,Gene,PathwayGene,P10933.1,,
PKn2 / ibkn4-like class I KNOX,Gene,RegulationGene,AB016000.1 homologous,,
Starch; Lignin,Metabolite,,,,
Storage-root initiation-associated meristem maintenance and indirect control of starch/lignin balance,Process,,,,
Ibkn2,Gene,RegulationGene,BAF93479.1,,
Indirect control of carbon partitioning through maintenance of cambial growth during storage-root initiation,Process,,,,
Ibkn3,Gene,RegulationGene,BAF93480.1,,
Indirect control of lignification and sink development during storage-root initiation,Process,,,,
10.1093/jxb/ery421,Paper,,,Enzymology of monoterpene functionalization in glandular trichomes,10.1093@jxb@ery436_nutri_plant_verified.json
CYP71D13,Gene,PathwayGene,NA,,
p-Menthane monoterpenes,Metabolite,,,,
CYP71D18,Gene,PathwayGene,NA,,
CYP71AT146,Gene,PathwayGene,NA,,
(-)-Perillyl aldehyde,Metabolite,,,,
CYP71D174,Gene,PathwayGene,NA,,
Functionalized perilla monoterpenes,Metabolite,,,,
Menthol-related p-menthane monoterpenes,Metabolite,,,,
(-)-Carveol dehydrogenase,Gene,PathwayGene,NA,,
ISPR,Gene,PathwayGene,NA,,
(-)-Menthol,Metabolite,,,,
MNR,Gene,PathwayGene,NA,,
(+)-Neomenthol,Metabolite,,,,
Geranial / citral-related acyclic monoterpenes,Metabolite,,,,
GEDH1,Gene,PathwayGene,NA,,
Citral (geranial + neral),Metabolite,,,,
PmNeDH,Gene,PathwayGene,JX185716.1,,
Persicaria minor,Species,,,,
Neral / geranial-derived acyclic monoterpenes,Metabolite,,,,
PulR,Gene,PathwayGene,NA,,
(-)-Menthone and (+)-isomenthone leading to menthol-related monoterpenes,Metabolite,,,,
BEAT,Gene,PathwayGene,AF043464,,
Clarkia breweri; Escherichia coli,Species,,,,
volatile ester; benzenoid/phenylpropanoid-derived scent compound,MetaboliteClass,,,,
10.1073/pnas.1504951112,Paper,,,The bHLH transcription factor BIS1 controls the iridoid branch of the monoterpenoid indole alkaloid pathway in Catharanthus roseus,PMC4491741_nutri_plant_verified.json
7DLH,Gene,PathwayGene,NA,,
Transcriptional activation of iridoid biosynthesis and associated MEP precursor supply upstream of loganic acid,Process,,,,
Transcriptional activation of downstream MIA biosynthesis from loganic acid/secologanin onward and indole-branch support,Process,,,,
JA-responsive transcriptional regulation of alkaloid biosynthesis regulators,Process,,,,
General MIA pathway regulation (background context),Process,,,,
10.1093/jxb/erl081,Paper,,,Molecular and functional characterization of a cDNA encoding fructan:fructan 6G-fructosyltransferase (6G-FFT)/ fructan:fructan 1-fructosyltransferase (1-FFT) from perennial ryegrass (Lolium perenne L.),10.1093@jxb@erl034_nutri_plant_verified.json
Lp6G-FFT,Gene,PathwayGene,AF492836,,
carbohydrate derivative,MetaboliteClass,,,,
myo-inositol biosynthesis and associated oxidative stress homeostasis,Process,,,,
myo-inositol biosynthesis and oxidative stress response,Process,,,,
10.1016/j.tplants.2019.09.001,Paper,,,Sweeten Almonds: A Single Mutation in the bHLH2 Transcription Factor,10.1016@j.tplants.2019.09.001_nutri_plant_verified.json
amygdalin,Metabolite,,,,
Sk,Gene,RegulationGene,NA,,
amygdalin biosynthesis,Process,,,,
10.3390/biom15070906,Paper,,,Transcriptome Analysis Reveals PpMYB1 and PpbHLH1 Promote Anthocyanin Accumulation in Phalaenopsis pulcherrima Flowers,PMC12292641_nutri_plant_verified.json
Phalaenopsis pulcherrima,Species,,,,
